Credit Score,SSN,Age,Occupation,Annual Income,Delayed Payments,Debt,Musician,Journalist,Doctor,MediaManager,Mechanic,Lawyer,Entrepreneur,Teacher,Scientist, Engineer, Accountant,Manager,Writer,Developer,Architect,Home Equity Loan,Auto Loan,Mortgage Loan,Not Specified,Personal Loan,Payday Loan,Student Loan,Credit-Builder Loan,Debt Consolidation Loan
Standard,811-90-5713,40,Writer,35462.52,14,2371.87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
Standard,114-04-3072,26,Scientist,124885.11,nan,935.74,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,734-54-7098,36,Manager,71681.4,8,1293.02,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Standard,884-43-1819,33,Architect,22252.63,14,358.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
Poor,032-38-0611,-500,Mechanic,59579.37,15,2558.58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
Standard,657-15-0070,45,Entrepreneur,21370.185,3,897.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Good,065-33-0030,32,Scientist,90664.48,11,995.29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poor,536-69-4106,34,Scientist,98646.36,11,559.35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Poor,566-26-1035,54,Accountant,39161.2,2,1344.45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
Standard,445-60-2482,34,Lawyer,65076,10,451.78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Standard,499-80-5776,22,MediaManager,69865.22,11,656.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,352-95-7668,34,Architect,75455.34,16,68.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Good,565-87-6956,55,Scientist,77469.6,17,529.13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Standard,752-84-4249,42,Mechanic,126217.6,8,1000.98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Standard,645-54-6745,24,Journalist,33376.81,nan,252.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Standard,988-34-7804,24,Journalist,34570.08,nan,200.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Standard,933-75-8093,44,Mechanic,21958247,nan,1032.63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
Good,250-70-4756,43,Doctor,84379.82,nan,498.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poor,156-02-3992,-500,Teacher,17492.31,12,2105.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Standard,594-39-3524,40,Developer,134947.24,18,1085.51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0
Standard,347-47-6952,27,Lawyer,34819.83,12,905.89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Standard,750-67-7525,40,Accountant,10897.385,20,401.56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Standard,120-76-9716,21,Architect,9336.935,26,3572.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0
Poor,688-22-8467,27,Accountant,48428.1,21,4152.95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0
Good,995-60-8424,52,Journalist,89607.24,4,715.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Poor,552-90-7532,42,Journalist,57610.32,23,4428.64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
Standard,499-88-6136,25,Lawyer,58782.24,24,2671.29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
Standard,047-21-1235,36,Architect,34710.6,nan,1462.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0
Poor,798-10-4126,39,Lawyer,85020.54,8,934.62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Standard,126-15-9021,25,Entrepreneur,33741.62,nan,1428.31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Poor,981-43-7537,39,Manager,56483.64,19,213.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
Standard,342-05-1134,44,Architect,70447.26,10,904.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
Standard,635-99-7406,45,Scientist,9058.045,18,1338.74,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Standard,538-29-9544,49,Lawyer,35482.43,9,73.08,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Standard,889-69-4208,19,Manager,57994.96,1,1096.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Standard,951-37-4835,23,MediaManager,15786.96,nan,3008.98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
Poor,712-77-7761,38,Lawyer,32200.64,nan,2121.07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0
Poor,766-84-9205,38,Architect,57473.58,1,703.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
Poor,177-01-2590,30,Lawyer,81463.6,11,2027.76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Standard,792-06-3719,43,Lawyer,19337.16,19,449.37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Standard,230-43-6105,46,Entrepreneur,33647.34,12,1152.93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Standard,865-51-0008,24,Entrepreneur,11866.345,19,276.34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standard,964-38-3338,21,Entrepreneur,29704.64,19,1713.04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Poor,977-16-6058,23,Journalist,47270.22,17,1934.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
Standard,468-32-1247,24,MediaManager,67726.17,9,337.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Poor,222-89-5735,44,Developer,7059.455,19,4540.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
Standard,881-97-6963,44,Developer,7059.455,20,4540.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
Standard,807-63-6460,19,Developer,39448.67,3,544.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Standard,644-42-9017,39,Architect,31732.61,10,1404.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
Standard,456-97-3772,23,Journalist,7788.985,13,1796.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Standard,225-82-5288,15,Writer,70286.6,19,1553.07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0
Poor,440-85-2711,15,Writer,70286.6,20,1553.07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0
Standard,946-36-0628,23,Doctor,47178.46,8,112.54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poor,245-98-9656,40,Architect,58651.88,20,1760.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Standard,477-10-7170,36,Architect,121256.4,19,1012.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Standard,309-78-0181,32,Entrepreneur,112990.08,14,992.89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Good,534-48-4062,19,MediaManager,14527.455,5,321.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
Poor,347-87-6133,20,Scientist,54695.22,16,2667.13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0
Poor,025-60-8624,47,Teacher,27814.63,12,425.84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Standard,375-63-3940,26,Entrepreneur,17244.23,17,1974.97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
Poor,119-87-9175,19,Manager,17923.05,16,3549.71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0
Poor,214-93-4299,18,Lawyer,58770.12,19,1974.29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Good,330-62-1012,50,Accountant,120948.16,8,16.36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
Poor,966-03-9034,35,Doctor,16735.02,10,2168.76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
Standard,425-59-8609,43,Writer,34774.65,13,887.48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0
Good,743-52-7188,43,Scientist,17147.215,1,5.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,056-97-4982,24,Lawyer,167787.16,nan,1357.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Poor,876-77-3604,40,Teacher,16321.82,23,2686.37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Standard,954-07-2712,28,Journalist,9979.875,16,1179.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poor,757-14-4155,30,Writer,20479.75,27,2911.37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0
Standard,221-76-9774,37,Engineer,67556.8,18,762.85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Standard,868-29-3343,53,Engineer,114588.4,18,941.85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poor,362-78-8068,8246,Accountant,42900.21,15,2696.09,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0
Good,588-97-9229,28,MediaManager,66575.2,2,985.64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Standard,609-56-6241,23,Entrepreneur,99237.75,10,1317.42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Poor,558-00-0738,43,Engineer,67930.88,8,2486.49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0
Good,653-40-4847,22,Musician,87520.66,5,1167.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Good,020-38-9385,29,Lawyer,20737.17,7,1399.23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,324-37-0157,32,Journalist,13931994,15,197.92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Standard,174-77-8420,55,Writer,41810.62,16,1219.91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Standard,675-04-9882,34,Manager,33177.95,20,261.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0
Poor,475-78-3962,35,Mechanic,8949.35,19,2556.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0
Good,442-30-8588,-500,Doctor,31041.46,6,291.77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Good,645-19-3305,24,MediaManager,77597.7,4,404.69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Standard,192-14-0956,21,Developer,25428.7,21,1167.79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
Poor,377-07-9836,36,Mechanic,18910.83,8,912.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,926-53-0959,22,Scientist,104994.57,nan,536.97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standard,677-40-1433,28,Developer,23459.45,nan,264.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Standard,194-07-0591,34,MediaManager,167883.84,6,948.18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Poor,551-77-8269,40,Musician,20877.19,20,1324.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0
Good,039-02-7101,46,Developer,101296.71,2,807.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
Poor,370-97-3042,44,Developer,45432.51,23,2157.17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0
Poor,926-03-8333,14,Writer,10353.13,27,2237.99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0
Poor,561-50-6583,36,Writer,19012.94,20,2670.43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Standard,034-14-6103,52,Architect,147519.72,6,652.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
Standard,670-84-4853,32,Writer,142496.12,19,460.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Standard,331-60-0907,34,Lawyer,61634.54,3,793.77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Good,958-41-4902,21,Manager,19553.805,1,141.94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
Standard,871-93-0711,44,Developer,31752.1,11,146.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
Standard,082-69-3410,51,Scientist,93847.86,5,1405.22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Good,988-45-2984,24,MediaManager,45852.8,nan,1249.64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Standard,021-69-2391,22,Architect,17807.935,16,378.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
Standard,002-26-8942,48,Manager,22292.16,17,1143.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Standard,558-98-5170,48,MediaManager,60725.28,11,977.18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poor,171-21-9582,28,Musician,15687.44,23,1943.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Poor,564-68-7608,42,Lawyer,7304.925,18,4405.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0
Poor,586-59-6353,41,Lawyer,20889.65,20,4323.55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Standard,035-85-2354,16,Lawyer,68533.84,18,817.66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Good,298-35-2655,42,Lawyer,135895.96,17,429.77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,403-42-4176,35,Engineer,101641.14,18,631.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Standard,534-54-1028,30,Entrepreneur,14542.3,18,4479,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
Standard,960-78-7883,35,Writer,7765.195,25,4071.68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
Standard,591-97-3475,-500,Mechanic,8830.81,19,3587.45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
Standard,305-23-1369,45,Manager,17770.795,18,429.74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0
Standard,691-72-0444,29,Architect,58301.44,16,352.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
Standard,708-87-0866,29,Architect,58301.44,16,352.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
Standard,554-66-6492,22,Manager,32543.38,14,639.97,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Good,626-68-2831,50,Teacher,36372.21,8,1455.94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Standard,517-05-0352,35,Developer,84604.8,10,756.43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Poor,273-95-4723,36,Architect,77594.48,14,1360.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0
Standard,688-56-1839,45,Mechanic,34652.7,15,1096.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Good,820-01-3614,36,Developer,21085.67,17,1384.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Standard,578-99-4316,-500,Mechanic,32260.97,7,1016.08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Poor,810-95-8044,28,Engineer,19557.1,17,2002.24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Standard,063-33-1680,27,Developer,24070.5,14,1058.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Good,088-10-2997,34,Teacher,128189.37,1,913.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Standard,489-16-3177,45,Mechanic,146101.28,9,1311.47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
Poor,084-18-2608,17,Manager,44286.36,15,2069.01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Poor,084-34-7268,33,Lawyer,133646.04,3,1290.92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Standard,684-76-8682,42,Developer,77613.39,9,321.59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Standard,194-04-9685,50,Scientist,28880.56,10,412.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Standard,990-04-1542,22,Doctor,43568.84,6,1389.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,296-94-3235,33,Doctor,15330.755,15,1055.32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Standard,930-49-9615,43,Mechanic,98620.98,9,1233.51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
Standard,309-30-6070,42,Scientist,81506.32,19,933.67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Standard,362-50-3134,51,Doctor,28169.69,16,330.54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,053-71-7366,55,Musician,31049.93,23,1217.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Good,467-64-3033,37,Teacher,28840.8,4,1147.59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poor,714-91-7378,40,Entrepreneur,19968464,24,4021.94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0
Good,742-30-5692,46,Musician,142170.12,1,282.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Poor,919-59-4971,22,MediaManager,12860.695,19,809.86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,481-74-6465,24,Teacher,40198.96,17,530.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Good,733-33-8893,27,MediaManager,35933.67,7,98.89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Good,458-07-0171,34,Engineer,95287.17,6,815.62,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Good,473-82-4532,37,Scientist,42829.15,3,590.76,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Standard,168-74-9556,26,Journalist,25626.88,5,157.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Poor,301-85-8354,36,Engineer,9158.03,24,2495.15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Good,604-47-5660,50,Musician,124183.56,15,247.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Standard,671-61-1523,44,Architect,70350.06,13,148.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Poor,994-98-1405,19,Mechanic,8658.18,nan,2599.69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
Poor,021-36-7746,18,Architect,30352.72,23,2391.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
Poor,605-18-0222,18,Architect,30352.72,23,2391.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
Standard,490-40-5564,17,Writer,37976.68,23,4505.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
Standard,142-05-0523,43,Musician,16431.535,15,1461.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Good,012-56-7252,46,Musician,56987.92,5,949.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Standard,256-41-5668,-500,Architect,167067.08,4,753.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Standard,455-98-9966,20,Doctor,85481.48,nan,889.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poor,070-13-3774,42,Mechanic,52830,19,1606.49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0
Poor,242-32-6684,23,Teacher,90182.31,2,1283.66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Poor,029-29-7952,33,Musician,8906.93,20,2123.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
Standard,993-46-9445,23,Musician,17340.775,10,252.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Poor,732-35-8904,49,Journalist,136582.04,10,1203.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poor,240-16-7049,42,Entrepreneur,14012.51,19,4397.05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Poor,094-89-6380,19,Engineer,64933.76,22,2699.17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0
Standard,899-12-3125,20,Engineer,38963.38,20,4720.99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0
Standard,228-28-5559,28,Manager,110692.47,9,1134.69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0
Poor,575-83-5232,34,Teacher,16444.42,nan,1445.18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Standard,698-98-1498,52,Doctor,32663.41,5,1067.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
Poor,145-24-7049,17,Architect,19040.44,8,2492.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
Standard,398-22-8099,32,Developer,28452.8,17,1909.79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
Standard,378-77-5875,-500,Manager,41617.68,9,201.05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0
Standard,117-17-5155,25,Teacher,32030.69,13,625.84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Standard,253-80-8250,25,Lawyer,24342.5,16,57.27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Good,914-49-0079,40,Entrepreneur,16626.25,7,1113.26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,788-22-2192,-500,Manager,51557.73,15,1561.52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
Standard,722-22-8364,20,Doctor,13848.89,7,65.12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Standard,750-35-4810,23,Developer,21434.2,10,1240.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
Standard,149-87-5601,40,Writer,14990.045,18,1344,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
